,id,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,views,season_group
352,259,7.5,761.0,11,259,2001-02-04,2001,CABF08,12,Worst Episode Ever,18.5,49893.0,2.0
353,239,6.6,822.0,13,239,2000-02-06,2000,BABF09,11,Saddlesore Galactica,9.6,41259.0,2.0
354,248,7.9,955.0,22,248,2000-05-21,2000,BABF19,11,Behind the Laughter,8.3,74046.0,2.0
355,255,7.3,766.0,7,255,2000-12-10,2000,CABF03,12,The Great Money Caper,16.8,49325.0,2.0
356,241,7.3,777.0,15,241,2000-02-20,2000,BABF10,11,Missionary: Impossible,9.8,50427.0,2.0
357,244,7.4,724.0,18,244,2000-04-09,2000,BABF14,11,Days of Wine and D'oh'ses,8.3,48786.0,2.0
358,148,8.6,1110.0,20,148,1996-03-31,1996,3F17,7,Bart on the Road,11.8,70913.0,1.0
359,264,6.5,691.0,16,264,2001-03-11,2001,CABF11,12,"Bye, Bye, Nerdie",16.1,45718.0,2.0
360,267,7.3,721.0,19,267,2001-05-06,2001,CABF15,12,I'm Goin' to Praiseland,13.1,49321.0,2.0
361,269,7.0,688.0,21,269,2001-05-20,2001,CABF17,12,Simpsons Tall Tales,13.4,56698.0,2.0
362,287,7.7,704.0,18,287,2002-04-28,2002,DABF13,13,I Am Furious (Yellow),12.4,69650.0,2.0
363,288,6.9,598.0,19,288,2002-05-05,2002,DABF14,13,The Sweetest Apu,11.8,47193.0,2.0
364,316,7.0,631.0,3,316,2003-11-16,2003,EABF20,15,The President Wore Pearls,12.7,37456.0,2.0
365,271,7.1,674.0,2,271,2001-11-11,2001,CABF22,13,The Parent Rap,14.9,47251.0,2.0
366,285,7.7,765.0,16,285,2002-04-07,2002,DABF11,13,Weekend at Burnsie's,12.5,54539.0,2.0
367,295,7.1,704.0,4,295,2002-11-24,2002,DABF18,14,Large Marge,17.4,55369.0,2.0
368,280,7.1,621.0,11,280,2002-02-17,2002,DABF06,13,The Bart Wants What It Wants,11.2,45176.0,2.0
369,305,6.9,577.0,14,305,2003-03-09,2003,EABF09,14,Mr. Spritz Goes to Washington,14.4,44837.0,2.0
370,273,7.2,651.0,4,273,2001-12-02,2001,CABF18,13,A Hunka Hunka Burns in Love,13.4,37376.0,2.0
371,293,7.3,713.0,2,293,2002-11-10,2002,DABF22,14,How I Spent My Strummer Vacation,12.5,35578.0,2.0
372,275,7.1,692.0,6,275,2001-12-16,2001,DABF02,13,She of Little Faith,13.2,45824.0,2.0
373,296,6.8,633.0,5,296,2002-12-01,2002,DABF21,14,Helter Shelter,15.1,42907.0,2.0
374,283,7.3,630.0,14,283,2002-03-17,2002,DABF08,13,Tales from the Public Domain,11.7,50301.0,2.0
375,300,6.9,644.0,9,300,2003-02-02,2003,EABF04,14,The Strong Arms of the Ma,15.4,51877.0,2.0
376,276,6.9,649.0,7,276,2002-01-06,2002,DABF01,13,Brawl in the Family,11.8,45684.0,2.0
377,278,7.3,642.0,9,278,2002-01-27,2002,DABF05,13,Jaws Wired Shut,14.2,49429.0,2.0
378,289,7.2,613.0,20,289,2002-05-12,2002,DABF15,13,Little Girl in the Big Ten,11.2,46466.0,2.0
379,310,6.8,574.0,19,310,2003-05-04,2003,EABF14,14,Old Yeller-Belly,11.59,43223.0,2.0
380,298,7.1,593.0,7,298,2003-01-05,2003,EABF02,14,Special Edna,15.0,40867.0,2.0
381,302,6.6,650.0,11,302,2003-02-16,2003,EABF05,14,Barting Over,21.3,47276.0,2.0
382,309,7.0,651.0,18,309,2003-04-27,2003,EABF13,14,"Dude, Where's My Ranch?",11.71,49000.0,2.0
383,312,6.6,575.0,21,312,2003-05-18,2003,EABF16,14,The Bart of War,12.1,50464.0,2.0
384,314,7.4,738.0,1,314,2003-11-02,2003,EABF21,15,Treehouse of Horror XIV,16.22,68381.0,2.0
385,165,8.6,1137.0,12,165,1997-02-02,1997,4F10,8,Mountain of Madness,9.1,60763.0,1.0
386,319,6.6,576.0,6,319,2003-12-07,2003,FABF01,15,Today I Am a Clown,10.5,37890.0,2.0
387,321,6.7,589.0,8,321,2004-01-04,2004,FABF03,15,"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays",12.0,50276.0,2.0
388,323,7.3,596.0,10,323,2004-01-25,2004,FABF05,15,Diatribe of a Mad Housewife,10.6,45062.0,2.0
389,337,7.0,566.0,2,337,2004-11-14,2004,FABF20,16,All's Fair in Oven War,11.64,41064.0,2.0
390,334,6.2,593.0,21,334,2004-05-16,2004,FABF17,15,Bart-Mangled Banner,8.7,56275.0,2.0
391,353,6.8,554.0,18,353,2005-05-08,2005,GABF13,16,A Star Is Torn,8.72,44500.0,2.0
392,362,6.9,543.0,6,362,2005-11-20,2005,GABF21,17,See Homer Run,10.3,40306.0,2.0
393,325,7.3,583.0,12,325,2004-02-15,2004,FABF07,15,Milhouse Doesn't Live Here Anymore,9.4,46792.0,2.0
394,327,6.9,568.0,14,327,2004-03-14,2004,FABF08,15,The Ziff Who Came to Dinner,10.7,43747.0,2.0
395,343,6.4,582.0,8,343,2005-02-06,2005,GABF02,16,Homer and Ned's Hail Mary Pass,23.07,43356.0,2.0
396,358,6.9,585.0,2,358,2005-09-18,2005,GABF16,17,The Girl Who Slept Too Little,9.79,35717.0,2.0
397,329,6.9,599.0,16,329,2004-03-28,2004,FABF11,15,The Wandering Juvie,10.5,44539.0,2.0
398,359,7.0,558.0,3,359,2005-09-25,2005,GABF19,17,Milhouse of Sand and Fog,10.19,35779.0,2.0
399,360,7.3,646.0,4,360,2005-11-06,2005,GABF17,17,Treehouse of Horror XVI,11.63,74401.0,2.0
400,366,6.7,554.0,10,366,2006-01-08,2006,HABF03,17,Homer's Paternity Coot,10.1,39552.0,2.0
401,339,6.6,562.0,4,339,2004-12-05,2004,FABF22,16,She Used to Be My Girl,10.81,38908.0,2.0
402,330,6.7,560.0,17,330,2004-04-18,2004,FABF12,15,My Big Fat Geek Wedding,9.2,42440.0,2.0
403,350,7.3,615.0,15,350,2005-04-17,2005,GABF12,16,Future-Drama,8.31,53146.0,2.0
404,364,7.0,706.0,8,364,2005-12-11,2005,HABF02,17,The Italian Bob,10.39,45513.0,2.0
405,332,7.3,600.0,19,332,2004-05-02,2004,FABF15,15,Simple Simpson,9.5,46273.0,2.0
406,367,7.0,535.0,11,367,2006-01-29,2006,HABF04,17,We're on the Road to D'ohwhere,9.04,43599.0,2.0
407,346,6.9,572.0,11,346,2005-03-06,2005,GABF05,16,On a Clear Day I Can't See My Sister,10.39,46309.0,2.0
408,355,7.1,546.0,20,355,2005-05-15,2005,GABF15,16,Home Away from Homer,8.17,44606.0,2.0
409,336,7.4,666.0,1,336,2004-11-07,2004,FABF23,16,Treehouse of Horror XV,11.29,72271.0,2.0
410,341,7.3,554.0,6,341,2005-01-16,2005,FABF16,16,Midnight Rx,8.11,43118.0,2.0
411,344,6.8,607.0,9,344,2005-02-13,2005,GABF03,16,Pranksta Rap,8.01,42759.0,2.0
412,194,7.6,887.0,16,194,1998-03-01,1998,5F12,9,Dumbbell Indemnity,10.3,21214.0,1.0
413,375,7.2,582.0,19,375,2006-04-30,2006,HABF12,17,Girls Just Want to Have Sums,8.7,45267.0,2.0
414,377,7.1,596.0,21,377,2006-05-14,2006,HABF14,17,The Monkey Suit,8.3,48419.0,2.0
415,396,6.3,585.0,18,396,2007-04-29,2007,JABF11,18,The Boys of Bummer,7.57,44770.0,2.0
416,405,7.1,687.0,5,405,2007-11-04,2007,JABF16,19,Treehouse of Horror XVIII,11.7,69957.0,2.0
417,393,6.3,606.0,15,393,2007-03-11,2007,JABF08,18,Rome-Old and Juli-Eh,8.98,41751.0,2.0
418,416,6.1,585.0,16,416,2008-04-13,2008,KABF09,19,Papa Don't Leech,6.9,39238.0,2.0
419,378,6.6,587.0,22,378,2006-05-21,2006,HABF16,17,Marge and Homer Turn a Couple Play,8.23,42778.0,2.0
420,388,6.6,615.0,10,388,2007-01-07,2007,JABF03,18,The Wife Aquatic,13.9,41312.0,2.0
421,423,7.0,638.0,3,423,2008-10-19,2008,KABF14,20,"Double, Double, Boy in Trouble",8.09,45781.0,3.0
422,382,7.1,723.0,4,382,2006-11-05,2006,HABF17,18,Treehouse of Horror XVII,10.43,68799.0,2.0
423,411,6.3,1069.0,11,411,2008-01-27,2008,KABF04,19,That '90s Show,7.6,43485.0,2.0
424,428,6.6,615.0,8,428,2008-12-07,2008,KABF21,20,The Burns and the Bees,6.19,38247.0,3.0
425,384,6.8,605.0,6,384,2006-11-19,2006,HABF19,18,Moe'N'a Lisa,9.31,37177.0,2.0
426,386,7.2,578.0,8,386,2006-12-10,2006,JABF02,18,The Haw-Hawed Couple,8.29,41161.0,2.0
427,407,7.1,762.0,7,407,2007-11-18,2007,JABF17,19,Husbands and Knives,10.5,44445.0,2.0
428,420,6.4,538.0,20,420,2008-05-18,2008,KABF13,19,All About Lisa,6.11,44616.0,2.0
429,400,7.3,692.0,22,400,2007-05-20,2007,JABF15,18,You Kent Always Say What You Want,9.8,45281.0,2.0
430,425,6.6,615.0,5,425,2008-11-09,2008,KABF18,20,Dangerous Curves,8.16,40078.0,3.0
431,391,7.3,617.0,13,391,2007-02-18,2007,JABF07,18,Springfield Up,8.8,45036.0,2.0
432,389,7.0,580.0,11,389,2007-01-28,2007,JABF05,18,Revenge Is a Dish Best Served Three Times,8.09,67621.0,2.0
433,395,7.3,678.0,17,395,2007-04-22,2007,JABF10,18,Marge Gamer,6.4,47107.0,2.0
434,398,7.0,569.0,20,398,2007-05-13,2007,JABF12,18,Stop! Or My Dog Will Shoot,6.48,42892.0,2.0
435,414,7.3,626.0,14,414,2008-03-09,2008,KABF07,19,Dial 'N' for Nerder,7.3,41658.0,2.0
436,412,6.6,636.0,12,412,2008-02-17,2008,KABF05,19,"Love, Springfieldian Style",7.81,40507.0,2.0
437,427,7.1,728.0,7,427,2008-11-30,2008,KABF20,20,MyPods and Boomsticks,7.8,40353.0,3.0
438,421,7.2,780.0,1,421,2008-09-28,2008,KABF17,20,"Sex, Pies and Idiot Scrapes",9.3,45735.0,3.0
439,418,7.0,585.0,18,418,2008-05-04,2008,KABF11,19,Any Given Sundance,6.18,41440.0,2.0
440,206,7.5,899.0,3,206,1998-09-27,1998,5F22,10,Bart the Mother,7.35,43240.0,1.0
441,430,7.0,591.0,10,430,2009-02-15,2009,LABF01,20,"Take My Life, Please",6.82,40679.0,3.0
442,432,7.0,582.0,12,432,2009-03-08,2009,LABF03,20,"No Loan Again, Naturally",5.99,41165.0,3.0
443,465,6.3,691.0,1,465,2010-09-26,2010,MABF21,22,Elementary School Musical,7.75,31638.0,3.0
444,439,7.1,613.0,19,439,2009-05-03,2009,LABF10,20,"Waverly Hills, 9-0-2-1-D'oh",6.75,45032.0,3.0
445,463,7.2,545.0,22,463,2010-05-16,2010,MABF11,21,The Bob Next Door,6.26,43446.0,3.0
446,437,7.2,605.0,17,437,2009-04-19,2009,LABF07,20,"The Good, the Sad and the Drugly",6.5,45179.0,3.0
447,451,6.7,552.0,10,451,2010-01-10,2010,LABF20,21,Once Upon a Time in Springfield,14.62,40194.0,3.0
448,443,6.6,585.0,2,443,2009-10-04,2009,LABF15,21,Bart Gets a 'Z',9.32,38196.0,3.0
449,436,7.2,604.0,16,436,2009-04-05,2009,LABF06,20,Eeny Teeny Maya Moe,6.5,40864.0,3.0
450,459,6.9,482.0,18,459,2010-04-18,2010,MABF09,21,Chief of Hearts,5.93,41528.0,3.0
451,444,6.3,562.0,3,444,2009-10-11,2009,LABF16,21,The Great Wife Hope,7.5,39134.0,3.0
452,461,7.2,519.0,20,461,2010-05-02,2010,MABF12,21,To Surveil with Love,6.06,45738.0,3.0
453,479,6.7,489.0,15,479,2011-03-06,2011,NABF08,22,The Scorpion's Tale,6.2,42142.0,3.0
454,477,6.9,461.0,13,477,2011-02-13,2011,NABF06,22,The Blue and the Gray,5.61,42028.0,3.0
455,454,6.6,496.0,13,454,2010-02-21,2010,MABF06,21,The Color Yellow,6.08,41059.0,3.0
456,470,6.5,479.0,6,470,2010-11-21,2010,NABF01,22,The Fool Monty,6.58,38097.0,3.0
457,449,7.2,542.0,8,449,2009-12-13,2009,MABF01,21,"O Brother, Where Bart Thou?",7.11,38097.0,3.0
458,453,6.8,525.0,12,453,2010-02-14,2010,MABF05,21,Boy Meets Curl,5.87,44945.0,3.0
459,481,6.5,470.0,17,481,2011-03-27,2011,NABF10,22,Love Is a Many Strangled Thing,6.14,41202.0,3.0
460,446,6.7,560.0,5,446,2009-11-15,2009,LABF17,21,The Devil Wears Nada,9.04,42893.0,3.0
461,484,7.2,483.0,20,484,2011-05-08,2011,NABF13,22,Homer Scissorhands,5.48,46154.0,3.0
462,456,7.0,554.0,15,456,2010-03-21,2010,MABF07,21,Stealing First Base,5.69,40487.0,3.0
463,471,6.4,489.0,7,471,2010-11-28,2010,NABF02,22,How Munched is That Birdie in the Window?,9.38,37568.0,3.0
464,483,6.6,486.0,19,483,2011-05-01,2011,NABF12,22,The Real Housewives of Fat Tony,6.1,41638.0,3.0
465,474,6.3,464.0,10,474,2011-01-09,2011,NABF03,22,Moms I'd Like to Forget,12.6,41253.0,3.0
466,467,6.8,501.0,3,467,2010-10-10,2010,MABF18,22,MoneyBart,6.72,39073.0,3.0
467,475,6.9,520.0,11,475,2011-01-16,2011,NABF04,22,Flaming Moe,6.47,42734.0,3.0
468,217,7.3,815.0,14,217,1999-02-14,1999,AABF11,10,I'm with Cupid,7.7,46822.0,1.0
469,488,7.0,528.0,2,488,2011-10-02,2011,NABF17,23,Bart Stops to Smell the Roosevelts,6.19,37642.0,3.0
470,490,6.7,491.0,4,490,2011-11-06,2011,NABF21,23,Replaceable You,7.97,38034.0,3.0
471,497,7.0,553.0,11,497,2012-01-15,2012,PABF04,23,The D'oh-cial Network,11.48,43275.0,3.0
472,540,7.1,475.0,10,540,2014-01-12,2014,SABF03,25,Married to the Blob,4.83,40646.0,3.0
473,507,6.7,408.0,21,507,2012-05-13,2012,PABF15,23,Ned 'n Edna's Blend,4.07,47005.0,3.0
474,512,6.7,415.0,4,512,2012-11-11,2012,PABF16,24,Gone Abie Gone,6.86,35136.0,3.0
475,517,6.9,411.0,9,517,2013-01-06,2013,RABF02,24,Homer Goes to Prep School,8.97,42306.0,3.0
